Label,Collected Date,pH,TKP (mg P/L),TKN (mg N/L),16S,mcyA.M,mcyA.A,mcyA.P,year
13-21910001,2020-08-12 07:20:00,8.6,0.442,1.0389999999999999,3834234.65241215,113697.284502897,0,0,2020
14-21910001,2020-08-17 07:00:00,8.64,0.254,1.077,8005178.61533135,0,0,0,2020
15-21910001,2020-08-24 06:30:00,8.78,9.0999999999999998E-2,0.90300000000000002,4076407.78814334,0,0,0,2020
16-21910001,2020-08-31 05:30:00,8.35,0.21299999999999999,1.083,2597738.43660395,0,0,0,2020
1-21150001,2020-05-20 08:00:00,8.48,3.2000000000000001E-2,0.55400000000000005,4813082.70208709,0,0,0,2020
2-21150001,2020-05-27 08:15:00,8.53,6.4000000000000001E-2,0.68700000000000006,7832440.8074463,0,0,0,2020
3-21150001,2020-06-03 08:20:00,8.54,6.0999999999999999E-2,0.56699999999999995,2483260.25560079,0,0,0,2020
4-21150001,2020-06-10 08:15:00,8.48,0.218,0.68100000000000005,2841063.11559687,0,0,0,2020
5-21150001,2020-06-17 08:30:00,8.42,0.14499999999999999,0.69199999999999995,3028504.2348653,0,0,0,2020
6-21150001,2020-06-24 08:40:00,8.46,0.16800000000000001,1.4550000000000001,7361112.64878348,46015.1844922232,0,0,2020
7-21150001,2020-07-01 07:30:00,8.35,0.22,1.2829999999999999,1544610.84516368,9588.94332869689,0,0,2020
8-21150001,2020-07-08 07:45:00,8.4,0.217,1.29,3922337.27906948,0,0,51935.3644869081,2020
9-21150001,2020-07-15 07:40:00,7.71,0.23300000000000001,1.048,3131912.80446335,0,0,91461.8507263988,2020
10-21150001,2020-07-22 09:30:00,NA,0.17899999999999999,1.125,5147959.38375248,20127.6839461057,0,92319.1898244399,2020
11-21150001,2020-07-28 08:15:00,8.29,0.28999999999999998,1.042,1153001.04151132,0,0,0,2020
12-21150001,2020-08-04 10:30:00,NA,0.182,1.0069999999999999,4850019.02595141,0,0,10836.4035327302,2020
13-21150001,2020-08-12 07:20:00,8.17,0.24299999999999999,0.91800000000000004,1745085.29513896,144503.727792285,0,0,2020
15-21150001,2020-08-24 09:00:00,NA,8.1000000000000003E-2,0.81699999999999995,2511378.43594933,0,0,118417.509685453,2020
16-21150001,2020-08-31 10:45:00,NA,0.156,1.002,2990157.82367212,14910.0997808415,0,162538.595987077,2020
1-21920001,2020-05-20 15:02:00,7.71,0.161,1.4159999999999999,8712467.62773018,27538.4732795642,0,0,2020
2-21920001,2020-05-27 14:30:00,7.78,0.17100000000000001,1.373,3278311.9182967,7787.78252611821,0,0,2020
3-21920001,2020-06-03 09:30:00,7.85,0.16700000000000001,1.3029999999999999,3322878.98102209,28749.0581274115,0,0,2020
4-21920001,2020-06-10 08:15:00,8.91,0.22600000000000001,1.665,3176999.50324223,26157.5415496183,0,0,2020
5-21920001,2020-06-17 08:15:00,8.9,0.309,2.3340000000000001,1892272.17430883,56011.5263592303,0,0,2020
6-21920001,2020-06-22 12:50:00,8.9,0.309,3.2509999999999999,4436599.37217151,16034.5716821578,0,0,2020
7-21920001,2020-06-30 10:00:00,7.9,0.33400000000000002,1.272,6188071.95783275,187692.974864668,0,0,2020
8-21920001,2020-07-08 13:00:00,9.49,0.216,2.0129999999999999,3787478.99021569,737524.308669337,0,0,2020
9-21920001,2020-07-14 09:55:00,NA,0.31900000000000001,2.411,20814969.5365869,599411.065275565,0,0,2020
10-21920001,2020-07-21 08:40:00,9.64,0.44600000000000001,2.145,17903452.4748557,774799.490652003,0,0,2020
11-21920001,2020-07-29 09:00:00,9.81,0.58199999999999996,1.7350000000000001,3089033.79531593,0,0,77104.204948608,2020
12-21920001,2020-08-03 13:00:00,NA,0.52900000000000003,1.738,3759457.75983423,0,0,207953.907105498,2020
13-21920001,2020-08-12 13:30:00,NA,0.629,2.8050000000000002,2843273.11166785,0,0,107377.474215805,2020
14-21920001,2020-08-17 10:30:00,9.62,0.54500000000000004,2.1549999999999998,7686568.42868506,481690.155658738,0,0,2020
15-21920001,2020-08-26 10:15:00,NA,0.53100000000000003,2.2389999999999999,6545314.75527595,347282.490810551,0,0,2020
16-21920001,2020-09-01 11:50:00,10.15,0.68400000000000005,3.7490000000000001,10401251.1097333,113256.842757622,0,0,2020
1-21620001,2020-05-20 16:45:00,8.67,4.5999999999999999E-2,1.3280000000000001,19331859.6955309,108178.175869943,0,0,2020
2-21620001,2020-05-27 16:00:00,8.89,5.8000000000000003E-2,1.095,4895534.83380864,111896.577943924,0,0,2020
3-21620001,2020-06-03 11:15:00,9.12,8.7999999999999995E-2,1.3360000000000001,2964097.99961236,156264.258368252,0,0,2020
4-21620001,2020-06-10 08:15:00,8.85,0.26300000000000001,1.298,3755374.78858273,34922.0160140235,0,0,2020
5-21620001,2020-06-17 10:15:00,8.9,0.253,1.639,3018699.47345756,0,0,0,2020
6-21620001,2020-06-22 12:50:00,9.03,0.09,2.641,2715837.36310967,12611.8142836928,0,0,2020
7-21620001,2020-06-30 08:00:00,9.21,0.28599999999999998,1.998,4789206.09030103,82065.8602243248,0,0,2020
8-21620001,2020-07-08 09:30:00,10.3,0.14000000000000001,2.0670000000000002,2320549.01811228,39846.5493533515,0,0,2020
9-21620001,2020-07-14 12:30:00,NA,0.42199999999999999,1.956,20613225.2227558,298714.411406202,0,0,2020
10-21620001,2020-07-21 10:20:00,8.85,0.23699999999999999,1.4790000000000001,3152660.69868056,106591.794901661,0,0,2020
11-21620001,2020-07-29 10:00:00,9.05,0.375,1.665,3032639.13003276,0,0,0,2020
12-21620001,2020-08-03 15:00:00,NA,0.23899999999999999,1.7849999999999999,12549173.9432562,0,0,0,2020
13-21620001,2020-08-12 10:30:00,NA,0.308,1.79,2727724.3523693,70076.1866646283,0,0,2020
14-21620001,2020-08-17 12:00:00,9.34,0.33100000000000002,1.587,7580440.27525308,0,0,0,2020
15-21620001,2020-08-26 11:30:00,NA,0.13200000000000001,1.454,6663947.62927317,13702.6881180043,0,0,2020
16-21620001,2020-09-01 13:20:00,9.75,0.20300000000000001,1.8240000000000001,2950445.59440227,0,0,0,2020
1-21520001,2020-05-19 16:15:00,8.78,8.0000000000000002E-3,1.0069999999999999,5719824.74162172,0,0,0,2020
2-21520001,2020-05-26 13:45:00,8.52,9.2999999999999999E-2,0.80900000000000005,12942769.5333133,0,0,0,2020
3-21520001,2020-06-02 14:45:00,8.62,7.1999999999999995E-2,1.0329999999999999,3966027.13055236,0,0,0,2020
4-21520001,2020-06-09 13:00:00,8.65,0.16300000000000001,0.78900000000000003,4036826.24976352,0,0,0,2020
5-21520001,2020-06-16 13:30:00,8.93,0.215,1.31,2154408.38346774,0,0,0,2020
6-21520001,2020-06-23 12:30:00,8.79,3.7999999999999999E-2,1.157,6356967.30206765,50761.8940436679,0,0,2020
7-21520001,2020-06-30 13:00:00,9.1,0.36099999999999999,0.90100000000000002,3007047.49865616,0,0,0,2020
8-21520001,2020-07-06 12:30:00,9.17,0.28299999999999997,0.98899999999999999,6931184.25248971,0,0,0,2020
9-21520001,2020-07-13 12:45:00,9.45,0.247,1.01,4457281.02903817,0,0,0,2020
10-21520001,2020-07-21 13:30:00,8.85,0.17699999999999999,0.97199999999999998,5890382.31769631,0,0,0,2020
11-21520001,2020-07-28 13:30:00,8.97,0.25600000000000001,0.95699999999999996,5715651.56601873,0,0,0,2020
12-21520001,2020-08-04 14:15:00,8.78,0.25600000000000001,1.1000000000000001,3350609.42110965,0,0,0,2020
13-21520001,2020-08-11 13:30:00,8.44,0.25800000000000001,1.0569999999999999,746176.461075834,12322.8585291043,0,0,2020
1-21780001,2020-05-19 11:55:00,8.5,1.0999999999999999E-2,0.84799999999999998,6832828.68891565,0,0,0,2020
2-21780001,2020-05-26 12:30:00,8.39,6.5000000000000002E-2,0.89800000000000002,9378112.42009388,0,0,0,2020
3-21780001,2020-06-02 11:30:00,8.41,7.4999999999999997E-2,0.97599999999999998,22865930.2239434,0,0,0,2020
4-21780001,2020-06-09 10:30:00,8.47,0.38300000000000001,0.99399999999999999,6257700.609651,8806.72074536283,0,0,2020
5-21780001,2020-06-16 10:45:00,8.59,0.217,1.173,5525485.62681529,0,0,0,2020
6-21780001,2020-06-23 10:50:00,8.58,5.0999999999999997E-2,0.90700000000000003,5164839.42515743,32821.8842254138,0,0,2020
7-21780001,2020-06-29 10:40:00,8.39,0.16300000000000001,1.091,28304199.7961133,0,0,0,2020
8-21780001,2020-07-07 10:30:00,8.49,0.20899999999999999,1.2709999999999999,7967744.50191801,14749.514965916,0,0,2020
9-21780001,2020-07-13 11:30:00,NA,0.22600000000000001,1.8580000000000001,27631049.4181145,60835.9631983124,0,0,2020
10-21780001,2020-07-21 10:00:00,8.84,0.32200000000000001,1.2310000000000001,4574543.94224339,89927.1943433811,0,0,2020
11-21780001,2020-07-28 11:15:00,NA,0.27,1.44,15896326.5851245,22257.7167941023,0,0,2020
12-21780001,2020-08-05 10:20:00,8.64,0.16300000000000001,1.728,4231320.14215453,0,0,0,2020
13-21780001,2020-08-11 10:50:00,8.84,0.14499999999999999,1.486,4359306.57388639,202746.591558099,0,0,2020
14-21780001,2020-08-19 10:45:00,8.85,0.32800000000000001,1.829,2039240.88909223,0,0,0,2020
15-21780001,2020-08-24 10:00:00,8.73,0.123,1.738,2094033.81035533,0,0,0,2020
16-21780001,2020-09-02 11:30:00,8.54,0.22800000000000001,1.7609999999999999,2739692.88380491,12779.6516949209,0,0,2020
1-21870001,2020-05-20 10:10:00,8.54,4.5999999999999999E-2,1.0049999999999999,3932434.07277984,68226.4808577526,0,0,2020
2-21870001,2020-05-27 09:30:00,8.21,0.17399999999999999,1.51,22753659.2081713,2093584.20510012,0,0,2020
3-21870001,2020-06-03 09:20:00,8.46,0.22700000000000001,2.012,6906722.17391622,1238845.72378569,0,0,2020
4-21870001,2020-06-10 11:30:00,9.35,0.20599999999999999,2.0670000000000002,2788860.42957066,229947.006458542,0,0,2020
5-21870001,2020-06-17 11:30:00,9.4,0.219,2.016,2036400.3777329,38822.7015869252,0,0,2020
6-21870001,2020-06-24 11:30:00,9.6,0.16500000000000001,2.3690000000000002,4798355.10533795,437726.0988688,0,0,2020
7-21870001,2020-07-01 08:30:00,8.63,0.30199999999999999,2.0310000000000001,2247625.91089928,95780.8055981737,0,0,2020
8-21870001,2020-07-08 06:45:00,9.22,0.22500000000000001,1.7729999999999999,7466137.46753933,1884684.26360251,0,78094.0335057529,2020
9-21870001,2020-07-15 09:20:00,8.39,0.311,1.532,2841757.93620167,93521.5560341659,0,0,2020
10-21870001,2020-07-22 09:45:00,8.67,0.28100000000000003,1.679,11800246.0721555,60187.7855854786,0,0,2020
11-21870001,2020-07-29 10:30:00,9.03,0.497,1.212,3928888.59650161,0,0,0,2020
12-21870001,2020-08-05 09:30:00,7.98,0.36699999999999999,2.9180000000000001,6419701.18175814,0,0,0,2020
13-21870001,2020-08-12 09:45:00,8.94,0.47899999999999998,1.9319999999999999,4302222.41752084,0,0,0,2020
14-21870001,2020-08-17 08:00:00,8.65,0.185,1.9039999999999999,9114513.54759769,0,0,0,2020
15-21870001,2020-08-24 08:00:00,10.61,0.191,1.5509999999999999,6040852.68441688,0,0,0,2020
16-21870001,2020-08-31 08:00:00,10.59,0.27500000000000002,1.774,4152210.96792302,0,0,0,2020
1-21260001,2020-05-20 09:20:00,8.22,0,0.71299999999999997,4347475.73485484,0,0,0,2020
2-21260001,2020-05-27 10:45:00,8.9,5.0999999999999997E-2,0.999,4900479.69898832,0,0,0,2020
3-21260001,2020-06-01 09:00:00,8.98,7.3999999999999996E-2,1.1000000000000001,3171578.94733097,0,0,0,2020
4-21260001,2020-06-08 08:30:00,9.23,0.157,1.3879999999999999,2636231.37996841,0,0,0,2020
5-21260001,2020-06-15 08:30:00,8.87,0.18099999999999999,1.3129999999999999,1646448.93681274,0,0,0,2020
6-21260001,2020-06-24 09:30:00,8.43,0.28799999999999998,0.90700000000000003,2333291.80948554,0,0,0,2020
7-21260001,2020-06-29 08:40:00,8.55,0.16500000000000001,0.76300000000000001,5630175.00500626,0,0,0,2020
8-21260001,2020-07-07 11:45:00,8.77,0.217,1.177,1517811.03143594,6753.57750635947,0,0,2020
9-21260001,2020-07-13 10:00:00,8.37,0.151,0.68500000000000005,6149215.26833449,60951.014113912,0,0,2020
10-21260001,2020-07-20 10:45:00,8.64,0.108,0.77300000000000002,2966560.83762768,0,0,0,2020
11-21260001,2020-07-27 09:00:00,8.89,0.19700000000000001,0.69299999999999995,1075471.66073032,49421.2689174246,0,0,2020
12-21260001,2020-08-03 11:50:00,8.93,0.114,1.1040000000000001,3659173.78979551,0,0,0,2020
13-21260001,2020-08-10 09:10:00,8.83,0.13500000000000001,0.84799999999999998,1627940.72493045,0,0,0,2020
14-21260001,2020-08-17 07:30:00,8.96,0.16900000000000001,0.95499999999999996,4939572.17184309,0,0,0,2020
15-21260001,2020-08-26 07:50:00,NA,7.4999999999999997E-2,0.81,931784.337989593,0,0,0,2020
16-21260001,2020-09-01 08:40:00,9.2,8.6999999999999994E-2,0.83699999999999997,1609902.02640016,0,0,0,2020
1-21670001,2020-05-19 13:45:00,8.4,5.3999999999999999E-2,0.78900000000000003,6549423.61571158,77735.7014139609,0,0,2020
2-21670001,2020-05-26 14:00:00,8.2,0.09,0.78100000000000003,26863608.0722162,0,0,0,2020
3-21670001,2020-06-02 14:00:00,8.34,0.16700000000000001,0.98599999999999999,54745287.8078677,0,0,0,2020
4-21670001,2020-06-09 12:45:00,8.46,0.44800000000000001,1.008,9399961.37215362,22689.6480860059,0,0,2020
5-21670001,2020-06-16 12:40:00,8.49,0.28899999999999998,1.323,12486833.2193663,0,0,0,2020
6-21670001,2020-06-23 12:50:00,8.52,3.6999999999999998E-2,1.056,3280550.87416387,6229.46071608688,0,0,2020
7-21670001,2020-06-29 12:45:00,8.49,0.22800000000000001,1.0609999999999999,26295810.6038213,0,0,0,2020
8-21670001,2020-07-07 12:20:00,8.31,0.122,1.0760000000000001,2942282.8869791,6917.03489555288,0,0,2020
9-21670001,2020-07-13 13:30:00,NA,0.23,1.3839999999999999,7635179.87642975,0,0,0,2020
10-21670001,2020-07-21 11:45:00,8.64,0.11899999999999999,1.2250000000000001,3158873.11683619,0,0,0,2020
11-21670001,2020-07-28 13:30:00,NA,0.248,1.302,8156457.79423213,0,0,0,2020
12-21670001,2020-08-05 12:30:00,8.48,0.28299999999999997,1.3740000000000001,5862592.400757,0,0,0,2020
13-21670001,2020-08-11 12:40:00,8.73,0.309,1.3460000000000001,5774237.86065888,81560.9147582624,0,0,2020
14-21670001,2020-08-19 08:30:00,8.7,0.23100000000000001,1.365,2190341.97072721,0,0,0,2020
15-21670001,2020-08-24 12:00:00,8.62,0.14599999999999999,1.476,1882182.51245012,0,0,0,2020
16-21670001,2020-09-02 09:15:00,8.48,0.25900000000000001,1.641,3253813.20678883,0,0,0,2020
1-21420001,2020-05-18 11:00:00,8.42,2.5000000000000001E-2,0.72499999999999998,1286236.65324797,0,0,0,2020
2-21420001,2020-05-26 14:30:00,8.63,0.06,0.874,18047189.2514298,0,0,0,2020
3-21420001,2020-06-01 12:30:00,8.33,8.5999999999999993E-2,0.92600000000000005,14220842.4070317,0,0,0,2020
4-21420001,2020-06-08 11:11:00,8.44,0.35899999999999999,0.92900000000000005,3155871.11884564,0,0,0,2020
5-21420001,2020-06-15 11:05:00,8.44,0.28299999999999997,0.92200000000000004,3116151.47840651,0,0,0,2020
6-21420001,2020-06-22 12:50:00,8.08,0.25600000000000001,1.327,1651594.42535804,0,0,0,2020
7-21420001,2020-07-01 10:10:00,8.57,0.42599999999999999,1.145,11909672.1277152,0,0,0,2020
8-21420001,2020-07-06 10:15:00,8.32,0.20699999999999999,1.2470000000000001,2536950.79365076,4807.63150403139,0,0,2020
9-21420001,2020-07-13 11:10:00,8.89,0.19,1.488,11322753.1593476,0,0,0,2020
10-21420001,2020-07-20 09:45:00,8.84,0.24099999999999999,1.3640000000000001,4286896.09680114,0,0,0,2020
11-21420001,2020-07-27 10:30:00,8.66,0.36699999999999999,1.6279999999999999,5458846.4195977,0,0,0,2020
12-21420001,2020-08-03 10:15:00,8.49,0.16800000000000001,1.986,3425320.76065844,247530.941103186,0,0,2020
13-21420001,2020-08-10 10:30:00,9.43,0.307,3.5150000000000001,8735255.22272614,492253.745261965,0,0,2020
14-21420001,2020-08-19 09:30:00,9.06,0.29699999999999999,2.8359999999999999,1965156.57336799,193276.009741929,0,0,2020
15-21420001,2020-08-26 10:00:00,9.41,0.33900000000000002,2.508,1526306.15186118,0,0,0,2020
16-21420001,2020-09-02 09:00:00,9.47,0.32400000000000001,2.3290000000000002,1364851.98159891,0,0,0,2020
10-21300006,2020-07-21 09:00:00,NA,0.65500000000000003,0.74399999999999999,8152747.32816264,294573.34101748,0,0,2020
11-21300006,2020-07-28 07:35:00,8.39,0.19700000000000001,0.73399999999999999,2636543.46002374,91751.6094019117,0,0,2020
12-21300006,2020-08-03 07:20:00,8.62,0.28399999999999997,2.484,3276362.00654521,44331.1598413851,0,0,2020
13-21300006,2020-08-10 09:20:00,NA,0.14699999999999999,1.0209999999999999,1112452.04536972,0,0,0,2020
14-21300006,2020-08-18 07:55:00,NA,0.53800000000000003,0.83399999999999996,1459945.31758556,69670.6832804383,0,0,2020
15-21300006,2020-08-25 08:15:00,8.46,0.06,0.96099999999999997,1894276.88216871,99667.9263018562,0,0,2020
16-21300006,2020-09-02 10:45:00,8.83,0.23899999999999999,1.645,2111414.56756661,416215.470768511,0,0,2020
1-21170002,2020-05-20 14:20:00,8.6,3.5999999999999997E-2,1.079,5221742.47470527,167829.514792296,0,0,2020
2-21170002,2020-05-27 10:45:00,8.11,4.9000000000000002E-2,0.79400000000000004,15151361.8995059,27822.6966866525,0,0,2020
3-21170002,2020-06-03 10:40:00,8.19,0.10299999999999999,0.90700000000000003,2433071.42915803,48794.3480529671,0,0,2020
4-21170002,2020-06-10 11:10:00,8.15,0.27700000000000002,1.0569999999999999,2299467.27906532,175112.570381881,0,0,2020
5-21170002,2020-06-17 10:40:00,8.31,0.188,0.94299999999999995,2472841.51382606,68564.908042734,0,0,2020
6-21170002,2020-06-24 10:45:00,8.53,0.47699999999999998,2.214,10273272.3191895,2250624.7438379,0,0,2020
7-21170002,2020-06-30 10:40:00,8.06,0.20599999999999999,0.93600000000000005,3319606.36128303,157225.266446648,0,0,2020
8-21170002,2020-07-08 09:40:00,8.4,0.14099999999999999,1.861,6822319.13951082,866691.923161024,0,0,2020
9-21170002,2020-07-14 09:40:00,8.44,0.14299999999999999,1.359,11128967.3142989,1394381.64266522,0,0,2020
10-21170002,2020-07-22 10:15:00,8.24,0.30199999999999999,1.482,8484373.39999041,693937.309757459,0,0,2020
11-21170002,2020-07-29 10:00:00,NA,0.23699999999999999,1.2969999999999999,10140685.5901626,335925.56288983,0,0,2020
12-21170002,2020-08-05 10:20:00,8.75,0.28599999999999998,1.2410000000000001,9550550.43953487,274670.451815112,0,0,2020
13-21170002,2020-08-12 10:30:00,8.38,0.11700000000000001,1.2150000000000001,9543680.53633421,104992.897064983,0,196603.230364968,2020
14-21170002,2020-08-19 08:30:00,8.54,0.182,1.2769999999999999,2136920.71045168,201168.281019451,0,0,2020
15-21170002,2020-08-23 09:45:00,8.72,6.0999999999999999E-2,1.214,2366193.89804725,183861.56994253,0,0,2020
16-21170002,2020-09-02 09:00:00,9.01,0.14000000000000001,1.27,1819704.3758652,168328.362522161,0,0,2020
1-21270001,2020-05-18 14:30:00,8.3,4.9000000000000002E-2,0.56899999999999995,1478105.89477903,0,0,0,2020
2-21270001,2020-05-27 14:00:00,8.73,5.2999999999999999E-2,0.47799999999999998,11321946.9618738,0,0,0,2020
3-21270001,2020-06-01 11:15:00,8.69,4.1000000000000002E-2,0.47899999999999998,7785781.92526515,0,0,0,2020
4-21270001,2020-06-08 12:20:00,8.85,0.17100000000000001,0.60299999999999998,2831037.75025965,0,0,0,2020
5-21270001,2020-06-15 12:40:00,NA,0.16500000000000001,0.44600000000000001,2426356.09725302,0,0,0,2020
6-21270001,2020-06-22 11:15:00,8.86,6.8000000000000005E-2,0.67700000000000005,1418560.86109203,0,0,0,2020
7-21270001,2020-06-29 11:00:00,9.04,0.23100000000000001,0.41,12038386.941693,0,0,0,2020
8-21270001,2020-07-06 12:05:00,8.98,0.19,0.34599999999999997,757965.944957378,0,0,0,2020
9-21270001,2020-07-14 11:45:00,8.86,0.186,0.46700000000000003,2506749.07361228,0,0,0,2020
10-21270001,2020-07-20 12:15:00,8.46,0.222,0.39300000000000002,8560448.29013821,0,0,0,2020
11-21270001,2020-07-27 11:20:00,8.52,0.33900000000000002,0.46300000000000002,3188095.25538695,0,0,0,2020
12-21270001,2020-08-03 13:00:00,8.61,0.24299999999999999,0.45500000000000002,4581010.53340604,0,0,0,2020
13-21270001,2020-08-11 12:00:00,NA,0.223,0.442,1572672.2836314,0,0,0,2020
14-21270001,2020-08-18 12:15:00,8.41,9.0999999999999998E-2,0.42,2151088.25619808,0,0,0,2020
15-21270001,2020-08-25 11:50:00,NA,6.2E-2,0.52200000000000002,1168912.6274379,0,0,0,2020
16-21270001,2020-09-01 13:00:00,NA,0.122,0.47199999999999998,1986079.28466085,0,0,0,2020
1-21130002,2020-05-19 10:30:00,8.38,4.0000000000000001E-3,1.0169999999999999,5962303.33519728,61721.4582269141,0,0,2020
2-21130002,2020-05-26 09:10:00,8.21,6.0999999999999999E-2,1.0840000000000001,10459518.2940665,56286.1081535379,0,0,2020
3-21130002,2020-06-02 09:20:00,8.5,6.5000000000000002E-2,1.1850000000000001,3225202.76248706,0,0,0,2020
4-21130002,2020-06-09 10:30:00,8.49,0.183,1.575,4371008.24012657,529086.943872791,0,0,2020
5-21130002,2020-06-16 11:45:00,8.5,0.20499999999999999,1.274,8295890.46191961,34982.5366811513,0,0,2020
6-21130002,2020-06-23 11:00:00,8.6,0.20699999999999999,0.93500000000000005,6532969.2728647,81714.8622302712,0,0,2020
7-21130002,2020-06-30 10:50:00,8.24,0.224,1.167,9312485.19266485,44196.6113897604,0,0,2020
8-21130002,2020-07-07 10:00:00,8.42,0.22800000000000001,1.343,21848333.085806,181498.000445659,0,0,2020
9-21130002,2020-07-15 09:40:00,8.32,0.35,1.107,23822386.9117755,258748.045061054,0,0,2020
10-21130002,2020-07-21 10:00:00,8.34,0.12,0.84399999999999997,38836830.6178185,123555.935400295,0,0,2020
11-21130002,2020-07-28 10:05:00,8.44,0.186,1.698,9333237.6126289,0,0,0,2020
12-21130002,2020-08-04 10:00:00,8.28,0.39200000000000002,1.7270000000000001,7769237.60715798,0,0,0,2020
13-21130002,2020-08-11 12:20:00,8.58,0.193,1.3660000000000001,12601052.1051796,106078.975133611,0,0,2020
14-21130002,2020-08-18 14:30:00,0,0.34499999999999997,1.534,1863638.00713982,0,0,0,2020
15-21130002,2020-08-26 12:30:00,8.86,0.31,1.512,3557734.4282871,0,0,0,2020
16-21130002,2020-09-01 10:15:00,8.6,0.16700000000000001,1.4890000000000001,6049661.09654617,0,0,0,2020
1-21130001,2020-05-19 11:10:00,8.4,2.3E-2,1.008,12150766.5591481,64040.2328642395,0,0,2020
2-21130001,2020-05-26 09:45:00,8.2,4.2999999999999997E-2,1.07,14068625.8991344,64560.495413922,0,0,2020
3-21130001,2020-06-02 09:45:00,8.5,7.4999999999999997E-2,1.145,2297313.697939,0,0,0,2020
4-21130001,2020-06-09 11:00:00,8.46,0.69499999999999995,1.54,3923053.33410061,540755.008430462,0,0,2020
5-21130001,2020-06-16 12:15:00,8.8,0.193,1.232,12549851.5334276,34421.5762508161,0,0,2020
6-21130001,2020-06-23 11:30:00,8.4,0.18099999999999999,1.304,4313445.3981406,0,0,0,2020
7-21130001,2020-06-30 11:15:00,8.32,0.245,1.23,4542738.65179045,54329.5885072197,0,0,2020
8-21130001,2020-07-07 10:20:00,8.4,0.17100000000000001,1.1439999999999999,20120570.2595775,0,0,0,2020
9-21130001,2020-07-15 10:00:00,8.35,0.24299999999999999,1.579,20385459.1915331,270831.912471773,0,0,2020
10-21130001,2020-07-21 10:30:00,8.35,0.16400000000000001,1.54,34264970.5062634,0,0,0,2020
11-21130001,2020-07-28 10:30:00,8.5,0.41199999999999998,1.494,11270131.6016271,119842.581145399,0,0,2020
12-21130001,2020-08-04 10:40:00,8.37,0.23,1.645,13758546.8593241,0,0,0,2020
13-21130001,2020-08-11 12:45:00,8.62,0.16400000000000001,1.5780000000000001,5289556.59138727,0,0,0,2020
14-21130001,2020-08-18 14:00:00,NA,0.20799999999999999,1.3620000000000001,4399617.40561129,0,0,0,2020
15-21130001,2020-08-26 12:00:00,8.82,0.245,1.3779999999999999,5121302.01218882,19207.2244346739,0,0,2020
16-21130001,2020-09-01 13:30:00,8.64,0.22600000000000001,1.3380000000000001,8381014.9690462,0,0,0,2020
1-21300002,2020-05-19 13:15:00,8.56,-0.01,0.48599999999999999,2883359.18742023,0,0,0,2020
2-21300002,2020-05-26 12:25:00,8.41,5.3999999999999999E-2,0.46100000000000002,7687091.17756637,0,0,0,2020
3-21300002,2020-06-02 12:15:00,8.55,3.3000000000000002E-2,0.52300000000000002,8415253.69753053,0,0,0,2020
4-21300002,2020-06-09 14:00:00,8.45,0.161,0.61099999999999999,3284819.69754846,0,0,0,2020
5-21300002,2020-06-16 12:30:00,8.49,0.14499999999999999,0.54800000000000004,5359652.64762118,0,0,0,2020
6-21300002,2020-06-23 12:20:00,8.34,0.02,0.621,742734.760715645,0,0,0,2020
7-21300002,2020-06-29 11:00:00,8.2,0.121,0.57999999999999996,8980331.65763423,0,0,0,2020
8-21300002,2020-07-07 12:30:00,8.42,0.128,0.745,1271472.58518798,9932.08943883419,0,0,2020
9-21300002,2020-07-14 07:00:00,8.4,0.26400000000000001,0.69299999999999995,7100811.19810644,120699.257577721,0,0,2020
10-21300002,2020-07-21 10:25:00,NA,0.26200000000000001,0.66400000000000003,2867687.10073484,56270.8809040072,0,0,2020
11-21300002,2020-07-28 08:15:00,8.21,0.13700000000000001,0.65200000000000002,3307203.72552079,0,0,0,2020
12-21300002,2020-08-03 07:45:00,8.27,0.151,0.622,1733571.85495878,0,0,0,2020
13-21300002,2020-08-10 10:00:00,NA,0.28199999999999997,0.56200000000000006,4123761.94483789,0,0,0,2020
14-21300002,2020-08-18 09:30:00,NA,0.112,0.752,1886034.12584099,59688.4017639827,0,0,2020
15-21300002,2020-08-25 08:45:00,8.34,0.14799999999999999,0.71,1375382.07051522,0,0,0,2020
16-21300002,2020-09-02 11:15:00,8.49,0.30599999999999999,0.622,668313.403867786,0,0,0,2020
1-21570001,2020-05-19 14:50:00,8.49,1.9E-2,0.60099999999999998,4907243.16487029,0,0,0,2020
2-21570001,2020-05-26 12:00:00,8.56,4.8000000000000001E-2,0.78800000000000003,7302057.68880693,0,0,0,2020
3-21570001,2020-06-02 13:00:00,8.56,6.4000000000000001E-2,0.81799999999999995,4610870.40528361,0,0,0,2020
4-21570001,2020-06-09 11:45:00,8.61,0.251,0.879,2151943.57924619,0,0,0,2020
5-21570001,2020-06-16 12:20:00,8.67,0.124,0.85799999999999998,2083483.42410109,0,0,0,2020
6-21570001,2020-06-23 11:30:00,8.43,0.17299999999999999,0.84599999999999997,5807358.43999319,0,0,0,2020
7-21570001,2020-06-30 12:00:00,8.69,0.11799999999999999,0.80700000000000005,3721748.70890675,0,0,0,2020
8-21570001,2020-07-06 11:30:00,8.68,0.21,0.92900000000000005,13097908.3546125,0,0,0,2020
9-21570001,2020-07-13 11:30:00,8.36,0.27900000000000003,0.86099999999999999,6514004.36795675,0,0,0,2020
10-21570001,2020-07-21 11:50:00,8.54,0.114,0.80200000000000005,5138924.93674635,0,0,0,2020
11-21570001,2020-07-28 12:00:00,8.59,0.184,0.879,7298767.04969752,0,0,0,2020
